         22690073 function calls (22405082 primitive calls) in 7.792 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 shutil.py:89(_GiveupOnFastCopy)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       76    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       77    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       78    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.000    0.000 six.py:108(MovedModule)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
        2    0.000    0.000    0.000    0.000 six.py:119(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:129(_LazyModule)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        1    0.000    0.000    0.000    0.000 six.py:144(MovedAttribute)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
        1    0.000    0.000    0.000    0.000 six.py:169(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:178(__init__)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
        5    0.000    0.000    0.000    0.000 six.py:186(_get_module)
       11    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        2    0.000    0.000    0.000    0.000 six.py:199(__get_module)
        1    0.000    0.000    0.000    0.000 six.py:205(load_module)
        1    0.000    0.000    0.000    0.000 six.py:21(<module>)
        1    0.000    0.000    0.000    0.000 six.py:219(is_package)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        1    0.000    0.000    0.000    0.000 six.py:239(exec_module)
        1    0.000    0.000    0.000    0.000 six.py:245(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:340(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:382(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:402(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:454(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:493(Module_six_moves_urllib)
        8    0.000    0.000    0.000    0.000 six.py:80(_add_doc)
        2    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        3    0.000    0.000    0.000    0.000 six.py:880(add_metaclass)
        3    0.000    0.000    0.000    0.000 six.py:882(wrapper)
        1    0.000    0.000    0.000    0.000 six.py:91(_LazyDescr)
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
        2    0.000    0.000    0.000    0.000 six.py:96(__get__)
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1253(PandasSQL)
        1    0.000    0.000    0.000    0.000 sql.py:1282(BaseEngine)
        1    0.000    0.000    0.000    0.000 sql.py:1301(SQLAlchemyEngine)
        1    0.000    0.000    0.000    0.000 sql.py:1367(SQLDatabase)
        1    0.000    0.000    0.000    0.000 sql.py:1851(SQLiteTable)
        1    0.000    0.000    0.000    0.000 sql.py:1991(SQLiteDatabase)
        1    0.000    0.000    0.000    0.000 sql.py:52(DatabaseError)
        1    0.000    0.000    0.000    0.000 sql.py:770(SQLTable)
      161    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
      161    0.001    0.000    0.001    0.000 sre_compile.py:276(_optimize_charset)
       22    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
       22    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
        5    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      162    0.000    0.000    0.000    0.000 sre_compile.py:423(_simple)
        5    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
      107    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
    65/47    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
       42    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
       51    0.000    0.000    0.001    0.000 sre_compile.py:536(_compile_info)
      102    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       51    0.000    0.000    0.004    0.000 sre_compile.py:598(_code)
      124    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
   370/51    0.001    0.000    0.003    0.000 sre_compile.py:71(_compile)
       51    0.000    0.000    0.010    0.000 sre_compile.py:759(compile)
        1    0.000    0.000    0.000    0.000 sre_parse.py:1054(expand_template)
      391    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
      794    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
     2426    0.000    0.000    0.001    0.000 sre_parse.py:164(__getitem__)
      168    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
      714    0.000    0.000    0.000    0.000 sre_parse.py:172(append)
  457/138    0.000    0.000    0.001    0.000 sre_parse.py:174(getwidth)
       53    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
     2751    0.001    0.000    0.001    0.000 sre_parse.py:233(__next)
      976    0.000    0.000    0.000    0.000 sre_parse.py:249(match)
     2190    0.000    0.000    0.001    0.000 sre_parse.py:254(get)
        4    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
       32    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
      538    0.000    0.000    0.000    0.000 sre_parse.py:286(tell)
        3    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
       60    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
      105    0.000    0.000    0.000    0.000 sre_parse.py:355(_escape)
      108    0.000    0.000    0.000    0.000 sre_parse.py:432(_uniq)
   157/51    0.000    0.000    0.006    0.000 sre_parse.py:435(_parse_sub)
   203/54    0.002    0.000    0.005    0.000 sre_parse.py:493(_parse)
       51    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      276    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
       87    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        6    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
       51    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
       51    0.000    0.000    0.006    0.000 sre_parse.py:937(parse)
       87    0.000    0.000    0.000    0.000 sre_parse.py:96(closegroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:969(parse_template)
        1    0.000    0.000    0.000    0.000 sre_parse.py:978(addgroup)
        2    0.000    0.000    0.000    0.000 start_oop.py:11(__init__)
        2    0.003    0.001    7.584    3.792 start_oop.py:16(Findtime)
        1    0.000    0.000    0.000    0.000 start_oop.py:22(Writetime)
        1    0.000    0.000    7.792    7.792 start_oop.py:3(<module>)
        1    0.000    0.000    0.000    0.000 start_oop.py:7(Lightcost)
        1    0.000    0.000    0.001    0.001 stata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stata.py:1103(StataReader)
        1    0.000    0.000    0.000    0.000 stata.py:2163(StataWriter)
        1    0.000    0.000    0.000    0.000 stata.py:2910(StataStrLWriter)
        1    0.000    0.000    0.000    0.000 stata.py:3091(StataWriter117)
        1    0.000    0.000    0.000    0.000 stata.py:3474(StataWriterUTF8)
        1    0.000    0.000    0.000    0.000 stata.py:495(PossiblePrecisionLoss)
        1    0.000    0.000    0.000    0.000 stata.py:505(ValueLabelTypeMismatch)
        1    0.000    0.000    0.000    0.000 stata.py:516(InvalidColumnName)
        1    0.000    0.000    0.000    0.000 stata.py:532(CategoricalConversionWarning)
        1    0.000    0.000    0.000    0.000 stata.py:653(StataValueLabel)
        1    0.000    0.000    0.000    0.000 stata.py:775(StataNonCatValueLabel)
        1    0.000    0.000    0.000    0.000 stata.py:807(StataMissingValue)
        1    0.000    0.000    0.000    0.000 stata.py:941(StataParser)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:159(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 string_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string_.py:226(BaseStringArray)
        1    0.000    0.000    0.000    0.000 string_.py:230(StringArray)
        1    0.000    0.000    0.000    0.000 string_.py:57(StringDtype)
        1    0.000    0.000    0.000    0.000 string_arrow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string_arrow.py:97(ArrowStringArray)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.003    0.003 subprocess.py:10(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:105(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:108(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:145(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:428(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:650(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 subprocess.py:700(Popen)
        1    0.000    0.000    0.001    0.001 take.py:1(<module>)
       16    0.000    0.000    0.000    0.000 take.py:349(_view_wrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:124(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:407(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:450(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:623(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:766(TemporaryDirectory)
        1    0.000    0.000    0.003    0.003 testing.py:1(<module>)
        2    0.000    0.000    0.000    0.000 textwrap.py:115(__init__)
        2    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        2    0.000    0.000    0.000    0.000 textwrap.py:160(_split)
        2    0.000    0.000    0.000    0.000 textwrap.py:179(<listcomp>)
        2    0.000    0.000    0.000    0.000 textwrap.py:233(_wrap_chunks)
        2    0.000    0.000    0.000    0.000 textwrap.py:336(_split_chunks)
        2    0.000    0.000    0.000    0.000 textwrap.py:342(wrap)
        2    0.000    0.000    0.000    0.000 textwrap.py:356(fill)
        2    0.000    0.000    0.000    0.000 textwrap.py:381(fill)
      402    0.002    0.000    0.017    0.000 textwrap.py:414(dedent)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1127(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1209(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1262(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1292(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1294(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1313(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:216(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:228(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:256(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:259(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:271(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:351(notify)
        1    0.000    0.000    0.000    0.000 threading.py:374(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:386(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:469(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:510(Event)
        1    0.000    0.000    0.000    0.000 threading.py:521(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:535(set)
        1    0.000    0.000    0.000    0.000 threading.py:589(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:743(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:768(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 threading.py:778(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:784(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:795(__init__)
        4    0.000    0.000    0.000    0.000 threading.py:82(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:936(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:940(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:943(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:95(_RLock)
        1    0.000    0.000    0.000    0.000 tile.py:1(<module>)
        3    0.000    0.000    0.000    0.000 timedeltas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timedeltas.py:31(TimedeltaIndex)
        4    0.000    0.000    0.000    0.000 timedeltas.py:81(_field_accessor)
        1    0.000    0.000    0.000    0.000 timedeltas.py:97(TimedeltaArray)
        1    0.000    0.000    0.000    0.000 timeit.py:3(<module>)
        1    0.000    0.000    0.000    0.000 timeit.py:83(Timer)
        1    0.000    0.000    0.000    0.000 times.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:318(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        1    0.000    0.000    0.000    0.000 transforms.py:1(<module>)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 type_check.py:1(<module>)
       66    0.000    0.000    0.000    0.000 types.py:171(__get__)
       28    0.000    0.000    0.000    0.000 typing.py:1002(__init_subclass__)
        6    0.000    0.000    0.000    0.000 typing.py:1161(__init_subclass__)
       17    0.000    0.000    0.000    0.000 typing.py:1166(<genexpr>)
      354    0.000    0.000    0.001    0.000 typing.py:128(_type_convert)
   279170    0.021    0.000    0.021    0.000 typing.py:1353(cast)
      345    0.000    0.000    0.002    0.000 typing.py:137(_type_check)
      142    0.000    0.000    0.000    0.000 typing.py:1589(overload)
      359    0.000    0.000    0.000    0.000 typing.py:1618(final)
        5    0.000    0.000    0.001    0.000 typing.py:1818(_make_nmtuple)
        5    0.000    0.000    0.000    0.000 typing.py:1819(<listcomp>)
        5    0.000    0.000    0.001    0.000 typing.py:1820(<dictcomp>)
        5    0.000    0.000    0.001    0.000 typing.py:1838(__new__)
        5    0.000    0.000    0.000    0.000 typing.py:1851(<listcomp>)
      150    0.000    0.000    0.000    0.000 typing.py:189(_collect_type_vars)
        5    0.000    0.000    0.000    0.000 typing.py:1899(_namedtuple_mro_entries)
       99    0.000    0.000    0.000    0.000 typing.py:200(<listcomp>)
       30    0.000    0.000    0.000    0.000 typing.py:204(_check_generic)
       79    0.000    0.000    0.000    0.000 typing.py:216(_deduplicate)
       74    0.000    0.000    0.000    0.000 typing.py:230(_remove_dups_flatten)
        5    0.000    0.000    0.000    0.000 typing.py:247(_flatten_literal_params)
  188/177    0.000    0.000    0.004    0.000 typing.py:269(inner)
       11    0.000    0.000    0.000    0.000 typing.py:335(__repr__)
    85/74    0.000    0.000    0.002    0.000 typing.py:350(__getitem__)
        5    0.000    0.000    0.000    0.000 typing.py:356(__getitem__)
       74    0.000    0.000    0.002    0.000 typing.py:431(Union)
      271    0.000    0.000    0.001    0.000 typing.py:463(<genexpr>)
       11    0.000    0.000    0.000    0.000 typing.py:469(Optional)
        5    0.000    0.000    0.000    0.000 typing.py:478(Literal)
       24    0.000    0.000    0.000    0.000 typing.py:508(<genexpr>)
       79    0.000    0.000    0.001    0.000 typing.py:522(__init__)
      311    0.000    0.000    0.000    0.000 typing.py:561(__eq__)
      137    0.000    0.000    0.000    0.000 typing.py:569(__hash__)
       34    0.000    0.000    0.000    0.000 typing.py:623(__init__)
       42    0.000    0.000    0.000    0.000 typing.py:635(<genexpr>)
      905    0.000    0.000    0.000    0.000 typing.py:660(_is_dunder)
      136    0.000    0.000    0.001    0.000 typing.py:672(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:689(__mro_entries__)
      905    0.000    0.000    0.001    0.000 typing.py:708(__setattr__)
        2    0.000    0.000    0.000    0.000 typing.py:714(__instancecheck__)
      136    0.000    0.000    0.002    0.000 typing.py:734(__init__)
      509    0.000    0.000    0.000    0.000 typing.py:738(<genexpr>)
      227    0.000    0.000    0.000    0.000 typing.py:745(__eq__)
  257/141    0.000    0.000    0.000    0.000 typing.py:751(__hash__)
       14    0.000    0.000    0.000    0.000 typing.py:799(__mro_entries__)
       23    0.000    0.000    0.000    0.000 typing.py:827(__getitem__)
       58    0.000    0.000    0.000    0.000 typing.py:832(<genexpr>)
       39    0.000    0.000    0.001    0.000 typing.py:836(copy_with)
        1    0.000    0.000    0.000    0.000 typing.py:840(__repr__)
        2    0.000    0.000    0.000    0.000 typing.py:843(__subclasscheck__)
        8    0.000    0.000    0.000    0.000 typing.py:871(copy_with)
       11    0.000    0.000    0.000    0.000 typing.py:875(__getitem__)
        8    0.000    0.000    0.000    0.000 typing.py:889(__getitem_inner__)
       16    0.000    0.000    0.000    0.000 typing.py:898(<genexpr>)
       16    0.000    0.000    0.000    0.000 typing.py:904(__getitem__)
       40    0.000    0.000    0.000    0.000 typing.py:915(<genexpr>)
      233    0.000    0.000    0.000    0.000 typing.py:923(__eq__)
  218/135    0.000    0.000    0.000    0.000 typing.py:928(__hash__)
       10    0.000    0.000    0.000    0.000 typing.py:941(_value_and_type_iter)
       59    0.000    0.000    0.000    0.000 typing.py:942(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:947(__eq__)
        5    0.000    0.000    0.000    0.000 typing.py:953(__hash__)
       10    0.000    0.000    0.000    0.000 typing.py:980(__class_getitem__)
       20    0.000    0.000    0.000    0.000 typing.py:988(<genexpr>)
        6    0.000    0.000    0.000    0.000 typing.py:991(<genexpr>)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:1552(__call__)
        1    0.000    0.000    0.000    0.000 tz.py:1590(nocache)
        1    0.000    0.000    0.000    0.000 tz.py:1818(_get_supported_offset)
        1    0.000    0.000    0.002    0.002 tz.py:2(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:332(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:381(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:458(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:482(_set_tzdata)
        1    0.000    0.000    0.000    0.000 tz.py:488(_read_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:627(<listcomp>)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        1    0.000    0.000    0.000    0.000 tzfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzfile.py:12(_byte_string)
        1    0.000    0.000    0.000    0.000 tzinfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:156(DstTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:18(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 tzinfo.py:66(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:76(StaticTzInfo)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:100(set_num_threads)
        1    0.000    0.000    0.002    0.002 utils.py:11(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:118(_init_num_threads)
        2    0.000    0.000    0.000    0.000 utils.py:166(detect_number_of_cores)
        1    0.000    0.000    0.000    0.000 utils.py:209(CacheDict)
        2    0.000    0.000    0.000    0.000 utils.py:214(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:54(_Deprecate)
        1    0.000    0.000    0.000    0.000 version.py:106(LegacyVersion)
        1    0.000    0.000    0.000    0.000 version.py:2(<module>)
        1    0.000    0.000    0.000    0.000 version.py:257(Version)
        2    0.000    0.000    0.000    0.000 version.py:261(__init__)
        8    0.000    0.000    0.000    0.000 version.py:271(<genexpr>)
        6    0.000    0.000    0.000    0.000 version.py:393(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 version.py:42(parse)
        2    0.000    0.000    0.000    0.000 version.py:432(_parse_local_version)
        2    0.000    0.000    0.000    0.000 version.py:444(_cmpkey)
        3    0.000    0.000    0.000    0.000 version.py:459(<lambda>)
        2    0.000    0.000    0.001    0.001 version.py:5(<module>)
        1    0.000    0.000    0.000    0.000 version.py:54(InvalidVersion)
        1    0.000    0.000    0.000    0.000 version.py:60(_BaseVersion)
        1    0.000    0.000    0.000    0.000 version.py:93(__gt__)
        9    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
       10    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        6    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
        6    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
        6    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        4    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
        1    0.000    0.000    0.000    0.000 weakref.py:195(get)
        4    0.000    0.000    0.000    0.000 weakref.py:290(update)
        1    0.000    0.000    0.000    0.000 weakref.py:348(__new__)
        1    0.000    0.000    0.000    0.000 weakref.py:353(__init__)
        1    0.000    0.000    0.000    0.000 win.py:2(<module>)
        1    0.000    0.000    0.000    0.000 xml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 xml.py:202(_EtreeFrameParser)
        1    0.000    0.000    0.000    0.000 xml.py:372(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 xml.py:42(_XMLFrameParser)
        1    0.000    0.000    0.000    0.000 zipfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1102(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1180(ZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1932(PyZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:2159(CompleteDirs)
        1    0.000    0.000    0.000    0.000 zipfile.py:2209(FastLookup)
        1    0.000    0.000    0.000    0.000 zipfile.py:2227(Path)
        1    0.000    0.000    0.000    0.000 zipfile.py:317(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:42(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:46(LargeZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:591(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:614(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:715(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:753(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:773(ZipExtFile)
      884    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x5606b4e51740}
       94    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       17    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       19    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
    72/29    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
       30    0.001    0.000    0.001    0.000 {built-in method _codecs.utf_8_decode}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        2    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
      410    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     3297    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        4    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       85    0.011    0.000    0.011    0.000 {built-in method _imp.create_dynamic}
        4    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
    85/51    0.006    0.000    0.023    0.000 {built-in method _imp.exec_dynamic}
       93    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      514    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     3297    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
      216    0.001    0.000    0.001    0.000 {built-in method _locale.setlocale}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
       51    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      212    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      185    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
      108    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
      116    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
     1048    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
     2456    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
       22    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
