         22690073 function calls (22405082 primitive calls) in 7.792 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.002    0.001 function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_base.py:1901(vectorize)
      280    0.000    0.000    0.000    0.000 function_base.py:443(_needs_add_docstring)
      280    0.000    0.000    0.000    0.000 function_base.py:461(_add_docstring)
      280    0.000    0.000    0.001    0.000 function_base.py:475(add_newdoc)
      570    0.001    0.000    0.002    0.000 functools.py:35(update_wrapper)
        7    0.000    0.000    0.000    0.000 functools.py:478(lru_cache)
        6    0.000    0.000    0.000    0.000 functools.py:517(decorating_function)
      563    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 functools.py:934(__init__)
        1    0.000    0.000    0.000    0.000 functools.py:940(__set_name__)
        1    0.000    0.000    0.000    0.000 gbq.py:1(<module>)
        2    0.000    0.000    0.053    0.027 generic.py:1(<module>)
       26    0.000    0.000    0.000    0.000 generic.py:104(generate_property)
        2    0.000    0.000    0.000    0.000 generic.py:10403(_logical_func)
        2    0.000    0.000    0.000    0.000 generic.py:10461(any)
        2    0.000    0.000    0.000    0.000 generic.py:10876(_add_numeric_operations)
        2    0.000    0.000    0.000    0.000 generic.py:10883(any)
        2    0.000    0.000    0.000    0.000 generic.py:11462(_doc_params)
        2    0.000    0.000    0.000    0.000 generic.py:11465(<listcomp>)
        2    0.000    0.000    0.000    0.000 generic.py:127(pin_allowlisted_properties)
        2    0.000    0.000    0.000    0.000 generic.py:150(pinner)
        1    0.000    0.000    0.001    0.001 generic.py:165(SeriesGroupBy)
        1    0.000    0.000    0.003    0.003 generic.py:198(NDFrame)
        1    0.000    0.000    0.024    0.024 generic.py:2(<module>)
   139480    0.160    0.000    0.212    0.000 generic.py:239(__init__)
        2    0.000    0.000    0.000    0.000 generic.py:328(attrs)
        4    0.000    0.000    0.000    0.000 generic.py:349(flags)
       20    0.000    0.000    0.000    0.000 generic.py:39(create_pandas_abc_type)
   418625    0.078    0.000    0.104    0.000 generic.py:43(_check)
        4    0.000    0.000    0.000    0.000 generic.py:441(_validate_dtype)
        2    0.000    0.000    0.001    0.000 generic.py:4727(reindex)
        4    0.000    0.000    0.000    0.000 generic.py:4960(<genexpr>)
        2    0.000    0.000    0.000    0.000 generic.py:514(_construct_axes_from_arguments)
        2    0.000    0.000    0.000    0.000 generic.py:543(<dictcomp>)
        4    0.000    0.000    0.000    0.000 generic.py:546(_get_axis_number)
        2    0.000    0.000    0.000    0.000 generic.py:5525(__finalize__)
   139478    0.066    0.000    0.066    0.000 generic.py:5569(__getattr__)
   139482    0.179    0.000    0.643    0.000 generic.py:5585(__setattr__)
        2    0.000    0.000    0.000    0.000 generic.py:560(_get_axis)
        4    0.000    0.000    0.000    0.000 generic.py:5640(_protect_consolidate)
        4    0.000    0.000    0.000    0.000 generic.py:5654(_consolidate_inplace)
        4    0.000    0.000    0.000    0.000 generic.py:5658(f)
        2    0.000    0.000    0.000    0.000 generic.py:7234(isna)
        1    0.000    0.000    0.000    0.000 generic.py:763(DataFrameGroupBy)
        1    0.000    0.000    0.000    0.000 generic.py:99(NamedAgg)
        1    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
       30    0.000    0.000    0.000    0.000 getlimits.py:25(_fr1)
        1    0.000    0.000    0.000    0.000 getlimits.py:295(finfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        6    0.000    0.000    0.000    0.000 getlimits.py:35(__init__)
       36    0.000    0.000    0.000    0.000 getlimits.py:39(<lambda>)
       30    0.000    0.000    0.000    0.000 getlimits.py:40(<lambda>)
       30    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
        1    0.000    0.000    0.000    0.000 getlimits.py:461(iinfo)
       23    0.000    0.000    0.000    0.000 getlimits.py:514(__init__)
        5    0.000    0.000    0.000    0.000 getlimits.py:525(min)
       16    0.000    0.000    0.000    0.000 getlimits.py:538(max)
        8    0.000    0.000    0.000    0.000 getlimits.py:90(_register_type)
        1    0.000    0.000    0.001    0.001 getlimits.py:94(_register_known_types)
        1    0.000    0.000    0.003    0.003 groupby.py:1(<module>)
        1    0.000    0.000    0.000    0.000 groupby.py:529(GroupByPlot)
        1    0.000    0.000    0.000    0.000 groupby.py:564(BaseGroupBy)
        1    0.000    0.000    0.001    0.001 groupby.py:768(GroupBy)
        1    0.000    0.000    0.000    0.000 grouper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grouper.py:436(Grouping)
        1    0.000    0.000    0.000    0.000 grouper.py:58(Grouper)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:116(BadGzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:120(GzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:401(_GzipReader)
        1    0.000    0.000    0.000    0.000 gzip.py:74(_PaddedFile)
        1    0.000    0.000    0.003    0.003 hashing.py:1(<module>)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 hashlib.py:5(<module>)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1657(Hermite)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1649(HermiteE)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.001    0.001 hmac.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.000    0.000 html.py:1(<module>)
        1    0.000    0.000    0.000    0.000 html.py:161(_HtmlFrameParser)
        1    0.000    0.000    0.000    0.000 html.py:543(_BeautifulSoupHtml5LibFrameParser)
        1    0.000    0.000    0.000    0.000 html.py:654(_LxmlFrameParser)
        1    0.000    0.000    0.006    0.006 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:109(nd_grid)
        2    0.000    0.000    0.000    0.000 index_tricks.py:144(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:209(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:251(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:256(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:295(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:301(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:311(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:423(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:518(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:523(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:548(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:555(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:604(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:701(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:745(__init__)
        2    0.000    0.000    0.008    0.004 indexing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 indexing.py:121(IndexingError)
        1    0.000    0.000    0.000    0.000 indexing.py:125(IndexingMixin)
        1    0.000    0.000    0.000    0.000 indexing.py:1332(_iLocIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2196(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2232(_AtIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2277(_iAtIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:246(GroupByPositionalSelector)
   348892    0.143    0.000    0.231    0.000 indexing.py:2474(check_deprecated_indexers)
        1    0.000    0.000    0.000    0.000 indexing.py:287(GroupByNthSelector)
        1    0.000    0.000    0.000    0.000 indexing.py:31(GroupByIndexingMixin)
        1    0.000    0.000    0.000    0.000 indexing.py:625(_LocationIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:74(_IndexSlice)
        1    0.000    0.000    0.000    0.000 indexing.py:989(_LocIndexer)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
        6    0.000    0.000    0.000    0.000 inference.py:262(is_dict_like)
       18    0.000    0.000    0.000    0.000 inference.py:288(<genexpr>)
   278991    0.060    0.000    0.086    0.000 inference.py:321(is_hashable)
        4    0.000    0.000    0.000    0.000 inference.py:98(is_file_like)
        1    0.000    0.000    0.001    0.001 info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 info.py:1016(SeriesTableBuilder)
        1    0.000    0.000    0.000    0.000 info.py:1048(SeriesTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 info.py:1062(SeriesTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 info.py:368(BaseInfo)
        1    0.000    0.000    0.000    0.000 info.py:451(DataFrameInfo)
        1    0.000    0.000    0.000    0.000 info.py:527(SeriesInfo)
        1    0.000    0.000    0.000    0.000 info.py:590(InfoPrinterAbstract)
        1    0.000    0.000    0.000    0.000 info.py:608(DataFrameInfoPrinter)
        1    0.000    0.000    0.000    0.000 info.py:689(SeriesInfoPrinter)
        1    0.000    0.000    0.000    0.000 info.py:732(TableBuilderAbstract)
        1    0.000    0.000    0.000    0.000 info.py:788(DataFrameTableBuilder)
        1    0.000    0.000    0.000    0.000 info.py:839(DataFrameTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 info.py:857(TableBuilderVerboseMixin)
        1    0.000    0.000    0.000    0.000 info.py:950(DataFrameTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 inspect.py:1129(getfullargspec)
        3    0.000    0.000    0.000    0.000 inspect.py:1233(formatannotation)
        5    0.000    0.000    0.000    0.000 inspect.py:159(isfunction)
        3    0.000    0.000    0.000    0.000 inspect.py:1746(_signature_get_user_defined_method)
        1    0.000    0.000    0.000    0.000 inspect.py:1838(_signature_bound_method)
        1    0.000    0.000    0.000    0.000 inspect.py:1864(_signature_is_builtin)
        1    0.000    0.000    0.000    0.000 inspect.py:1876(_signature_is_functionlike)
        2    0.000    0.000    0.000    0.000 inspect.py:2150(_signature_from_function)
      3/2    0.000    0.000    0.000    0.000 inspect.py:2244(_signature_from_callable)
       36    0.000    0.000    0.000    0.000 inspect.py:2496(__init__)
       53    0.000    0.000    0.000    0.000 inspect.py:2546(name)
       49    0.000    0.000    0.000    0.000 inspect.py:2550(default)
       29    0.000    0.000    0.000    0.000 inspect.py:2554(annotation)
       41    0.000    0.000    0.000    0.000 inspect.py:2558(kind)
        2    0.000    0.000    0.000    0.000 inspect.py:2580(__str__)
        5    0.000    0.000    0.000    0.000 inspect.py:2779(__init__)
       20    0.000    0.000    0.000    0.000 inspect.py:2828(<genexpr>)
        1    0.000    0.000    0.000    0.000 inspect.py:2857(from_callable)
        1    0.000    0.000    0.000    0.000 inspect.py:286(isbuiltin)
        3    0.000    0.000    0.000    0.000 inspect.py:2863(parameters)
        4    0.000    0.000    0.000    0.000 inspect.py:2867(return_annotation)
        1    0.000    0.000    0.000    0.000 inspect.py:2871(replace)
        1    0.000    0.000    0.000    0.000 inspect.py:3063(__str__)
        1    0.000    0.000    0.000    0.000 inspect.py:3109(signature)
        2    0.000    0.000    0.000    0.000 inspect.py:494(unwrap)
        2    0.000    0.000    0.000    0.000 inspect.py:514(_is_wrapper)
       28    0.000    0.000    0.001    0.000 inspect.py:626(cleandoc)
        2    0.000    0.000    0.000    0.000 inspect.py:73(isclass)
        1    0.000    0.000    0.000    0.000 inspect.py:91(ismethoddescriptor)
        1    0.000    0.000    0.001    0.001 integer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 integer.py:235(IntegerArray)
        1    0.000    0.000    0.000    0.000 integer.py:43(_IntegerDtype)
        1    0.000    0.000    0.000    0.000 integer.py:432(Int8Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:439(Int16Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:446(Int32Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:453(Int64Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:460(UInt8Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:467(UInt16Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:474(UInt32Dtype)
        1    0.000    0.000    0.000    0.000 integer.py:481(UInt64Dtype)
        2    0.000    0.000    0.007    0.004 interval.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interval.py:145(IntervalIndex)
        1    0.000    0.000    0.000    0.000 interval.py:171(IntervalArray)
        1    0.000    0.000    0.000    0.000 invalid.py:1(<module>)
       34    0.000    0.000    0.000    0.000 invalid.py:38(make_invalid_op)
        1    0.000    0.000    0.000    0.000 isoparser.py:2(<module>)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1605(Laguerre)
        1    0.000    0.000    0.000    0.000 lazy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lazy.py:118(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:121(LazySet)
        2    0.000    0.000    0.000    0.000 lazy.py:139(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:144(LazySet)
       84    0.000    0.000    0.000    0.000 lazy.py:149(lazy)
        1    0.000    0.000    0.000    0.000 lazy.py:16(LazyDict)
        1    0.000    0.000    0.000    0.000 lazy.py:172(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:71(LazyList)
        2    0.000    0.000    0.000    0.000 lazy.py:84(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:91(LazyList)
       62    0.000    0.000    0.000    0.000 lazy.py:96(lazy)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1624(Legendre)
        2    0.209    0.104    7.581    3.791 lighttime.py:14(ontimes)
        1    0.000    0.000    0.208    0.208 lighttime.py:3(<module>)
        1    0.000    0.000    0.002    0.002 linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_determine_error_states)
      216    0.000    0.000    0.001    0.000 locale.py:386(normalize)
      216    0.000    0.000    0.001    0.000 locale.py:469(_parse_localename)
      216    0.000    0.000    0.002    0.000 locale.py:577(getlocale)
        1    0.000    0.000    0.000    0.000 localization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:16(MachAr)
        1    0.000    0.000    0.000    0.000 managers.py:1(<module>)
        2    0.000    0.000    0.003    0.002 managers.py:1541(as_array)
        2    0.001    0.000    0.003    0.002 managers.py:1601(_interleave)
        2    0.000    0.000    0.000    0.000 managers.py:1615(<listcomp>)
        4    0.000    0.000    0.000    0.000 managers.py:1665(is_consolidated)
        2    0.000    0.000    0.000    0.000 managers.py:1673(_consolidate_check)
        2    0.000    0.000    0.000    0.000 managers.py:1679(<listcomp>)
        2    0.000    0.000    0.005    0.003 managers.py:1683(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 managers.py:1691(SingleBlockManager)
   139476    0.051    0.000    0.051    0.000 managers.py:1700(__init__)
   139476    0.122    0.000    0.943    0.000 managers.py:1731(from_array)
   139476    0.024    0.000    0.024    0.000 managers.py:1792(_block)
   348902    0.131    0.000    0.155    0.000 managers.py:1848(internal_values)
        2    0.000    0.000    0.007    0.003 managers.py:1937(create_block_manager_from_column_arrays)
        8    0.000    0.000    0.000    0.000 managers.py:1992(_grouping_func)
        2    0.000    0.000    0.002    0.001 managers.py:2008(_form_blocks)
        6    0.001    0.000    0.002    0.000 managers.py:2060(_stack_arrays)
        2    0.000    0.000    0.005    0.003 managers.py:2074(_consolidate)
       12    0.000    0.000    0.000    0.000 managers.py:2079(<lambda>)
        4    0.003    0.001    0.005    0.001 managers.py:2091(_merge_blocks)
        2    0.000    0.000    0.000    0.000 managers.py:2102(<listcomp>)
        2    0.000    0.000    0.000    0.000 managers.py:2111(<listcomp>)
        2    0.000    0.000    0.000    0.000 managers.py:217(is_single_block)
        4    0.000    0.000    0.000    0.000 managers.py:222(items)
        4    0.000    0.000    0.000    0.000 managers.py:618(consolidate)
        1    0.000    0.000    0.000    0.000 managers.py:87(BaseBlockManager)
        1    0.000    0.000    0.000    0.000 managers.py:909(BlockManager)
        2    0.000    0.000    0.000    0.000 managers.py:919(__init__)
        1    0.000    0.000    0.000    0.000 mask_ops.py:1(<module>)
        1    0.000    0.000    0.005    0.005 masked.py:1(<module>)
        1    0.000    0.000    0.000    0.000 masked.py:124(BaseMaskedArray)
        1    0.000    0.000    0.000    0.000 masked.py:87(BaseMaskedDtype)
        1    0.000    0.000    0.000    0.000 masked_reductions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 melt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.000    0.000 merge.py:1(<module>)
        1    0.000    0.000    0.000    0.000 merge.py:1606(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 merge.py:1708(_AsOfMerge)
        1    0.000    0.000    0.000    0.000 merge.py:603(_MergeOperation)
        1    0.000    0.000    0.000    0.000 methods.py:1(<module>)
        2    0.000    0.000    0.000    0.000 methods.py:116(<dictcomp>)
        2    0.000    0.000    0.000    0.000 methods.py:120(_add_methods)
        2    0.000    0.000    0.000    0.000 methods.py:14(_get_method_wrappers)
        2    0.000    0.000    0.002    0.001 methods.py:46(add_flex_arithmetic_methods)
        8    0.000    0.000    0.000    0.000 methods.py:66(<genexpr>)
        2    0.000    0.000    0.002    0.001 methods.py:71(_create_methods)
        3    0.000    0.000    0.000    0.000 missing.py:1(<module>)
        2    0.000    0.000    0.000    0.000 missing.py:107(clean_fill_method)
        2    0.000    0.000    0.000    0.000 missing.py:149(_isna)
        2    0.000    0.000    0.000    0.000 missing.py:226(_isna_array)
        2    0.000    0.000    0.000    0.000 missing.py:267(_isna_string_dtype)
        2    0.000    0.000    0.000    0.000 missing.py:390(array_equivalent)
        2    0.000    0.000    0.000    0.000 missing.py:494(_array_equivalent_object)
        2    0.000    0.000    0.000    0.000 missing.py:66(isna)
        4    0.000    0.000    0.000    0.000 missing.py:835(_datetimelike_compat)
        2    0.000    0.000    0.000    0.000 missing.py:911(clean_reindex_fill_method)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 move.py:1(<module>)
        1    0.000    0.000    0.001    0.001 multi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multi.py:110(MultiIndexUIntEngine)
        1    0.000    0.000    0.000    0.000 multi.py:149(MultiIndexPyIntEngine)
        1    0.000    0.000    0.000    0.000 multi.py:190(names_compat)
        1    0.000    0.000    0.001    0.001 multi.py:209(MultiIndex)
        1    0.000    0.000    0.006    0.006 multiarray.py:1(<module>)
       13    0.000    0.000    0.000    0.000 multiarray.py:1054(copyto)
       13    0.000    0.000    0.000    0.000 multiarray.py:143(concatenate)
        1    0.000    0.000    0.001    0.001 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.005    0.005 nanops.py:1(<module>)
        2    0.000    0.000    0.000    0.000 nanops.py:1021(_nanminmax)
        1    0.000    0.000    0.000    0.000 nanops.py:106(bottleneck_switch)
        6    0.000    0.000    0.000    0.000 nanops.py:107(__init__)
        6    0.000    0.000    0.000    0.000 nanops.py:111(__call__)
        6    0.000    0.000    0.000    0.000 nanops.py:1636(make_nancomp)
        2    0.000    0.000    0.000    0.000 nanops.py:191(_get_fill_value)
        2    0.000    0.000    0.000    0.000 nanops.py:213(_maybe_get_mask)
        2    0.000    0.000    0.000    0.000 nanops.py:257(_get_values)
        2    0.000    0.000    0.000    0.000 nanops.py:346(_na_ok_dtype)
        4    0.000    0.000    0.000    0.000 nanops.py:389(_datetimelike_compat)
        4    0.000    0.000    0.000    0.000 nanops.py:454(maybe_operate_rowwise)
        2    0.000    0.000    0.000    0.000 nanops.py:488(nanany)
        1    0.000    0.000    0.000    0.000 nanops.py:64(set_use_bottleneck)
        1    0.000    0.000    0.000    0.000 nanops.py:74(disallow)
       11    0.000    0.000    0.000    0.000 nanops.py:75(__init__)
       29    0.000    0.000    0.000    0.000 nanops.py:77(<genexpr>)
       11    0.000    0.000    0.000    0.000 nanops.py:82(__call__)
        1    0.000    0.000    0.002    0.002 necompiler.py:11(<module>)
        1    0.000    0.000    0.000    0.000 necompiler.py:221(Register)
        1    0.000    0.000    0.000    0.000 necompiler.py:250(Immediate)
        1    0.000    0.000    0.000    0.000 necompiler.py:71(ASTNode)
        1    0.000    0.000    0.000    0.000 nonreduce.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nonreduce_axis.py:1(<module>)
        1    0.000    0.000    0.003    0.003 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
        1    0.000    0.000    0.000    0.000 ntpath.py:2(<module>)
        3    0.000    0.000    0.000    0.000 numba_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
        4    0.000    0.000    0.006    0.002 numeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:148(ones)
        2    0.000    0.000    0.000    0.000 numeric.py:188(_validate_dtype)
        6    0.000    0.000    0.000    0.000 numeric.py:2521(extend_all)
       12    0.000    0.000    0.000    0.000 numeric.py:288(full)
        1    0.000    0.000    0.000    0.000 numeric.py:38(NumericDtype)
        1    0.000    0.000    0.000    0.000 numeric.py:405(IntegerIndex)
        1    0.000    0.000    0.000    0.000 numeric.py:435(Int64Index)
        1    0.000    0.000    0.000    0.000 numeric.py:450(UInt64Index)
        1    0.000    0.000    0.000    0.000 numeric.py:475(Float64Index)
        1    0.000    0.000    0.000    0.000 numeric.py:48(NumericIndex)
        1    0.000    0.000    0.000    0.000 numeric.py:59(ComplexWarning)
        1    0.000    0.000    0.000    0.000 numeric.py:88(NumericArray)
        1    0.000    0.000    0.001    0.001 numerictypes.py:1(<module>)
        4    0.000    0.000    0.000    0.000 numerictypes.py:285(issubclass_)
        2    0.000    0.000    0.000    0.000 numerictypes.py:359(issubdtype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:427(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:443(_construct_lookups)
        4    0.000    0.000    0.000    0.000 numerictypes.py:575(_can_coerce_all)
       38    0.000    0.000    0.000    0.000 numerictypes.py:584(<listcomp>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:590(_register_types)
        2    0.000    0.000    0.000    0.000 numerictypes.py:599(find_common_type)
        2    0.000    0.000    0.000    0.000 numerictypes.py:651(<listcomp>)
        2    0.000    0.000    0.000    0.000 numerictypes.py:652(<listcomp>)
        1    0.000    0.000    0.000    0.000 numpy_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_.py:29(PandasArray)
        1    0.000    0.000    0.000    0.000 object_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 object_array.py:28(ObjectStringArrayMixin)
        1    0.000    0.000    0.000    0.000 objects.py:1(<module>)
        1    0.000    0.000    0.000    0.000 objects.py:100(VariableWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:126(VariableOffsetWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:208(ExpandingIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:226(FixedForwardWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:276(GroupbyIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:366(ExponentialMovingWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:40(BaseIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:70(FixedWindowIndexer)
        1    0.000    0.000    0.000    0.000 offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 online.py:1(<module>)
        1    0.000    0.000    0.000    0.000 online.py:93(EWMMeanState)
        3    0.000    0.000    0.002    0.001 ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:1019(BinGrouper)
        1    0.000    0.000    0.000    0.000 ops.py:106(WrappedCythonOp)
        1    0.000    0.000    0.000    0.000 ops.py:1197(DataSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:1243(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:1251(FrameSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:18(BlockPairInfo)
        1    0.000    0.000    0.000    0.000 ops.py:191(Constant)
        1    0.000    0.000    0.000    0.000 ops.py:211(Op)
        1    0.000    0.000    0.000    0.000 ops.py:367(BinOp)
        1    0.000    0.000    0.000    0.000 ops.py:523(Div)
        1    0.000    0.000    0.000    0.000 ops.py:552(UnaryOp)
        1    0.000    0.000    0.000    0.000 ops.py:600(MathCall)
        1    0.000    0.000    0.000    0.000 ops.py:616(FuncNode)
        1    0.000    0.000    0.000    0.000 ops.py:636(BaseGrouper)
        1    0.000    0.000    0.000    0.000 ops.py:68(UndefinedVariableError)
        1    0.000    0.000    0.000    0.000 ops.py:82(Term)
        1    0.000    0.000    0.000    0.000 orc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        9    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:682(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:688(__delitem__)
       15    0.000    0.000    0.000    0.000 os.py:754(encode)
        1    0.000    0.000    0.005    0.005 overrides.py:1(<module>)
       79    0.000    0.000    0.000    0.000 overrides.py:115(set_module)
       79    0.000    0.000    0.000    0.000 overrides.py:126(decorator)
      320    0.000    0.000    0.000    0.000 overrides.py:145(array_function_dispatch)
      320    0.001    0.000    0.014    0.000 overrides.py:187(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:223(array_function_from_dispatcher)
       23    0.000    0.000    0.001    0.000 overrides.py:227(decorator)
       13    0.000    0.000    0.000    0.000 overrides.py:28(set_array_function_like_doc)
      290    0.001    0.000    0.002    0.000 overrides.py:93(verify_matching_signatures)
        1    0.000    0.000    0.000    0.000 parquet.py:1(<module>)
